Dim.1,Dim.2,Dim.3,Dim.4,Dim.5
0.4583606021065698,-0.15161768703302592,-0.025957795052140836,0.5221501112972654,0.6736467775783019
-0.38484407723224195,0.022359489765563345,-0.03182053098511871,0.592831467754652,0.5779983068217595
-0.7832931674688413,0.23342454351103842,-0.02869635465652329,0.4187569075044608,0.2501734046541415
0.8630950620826268,-0.20195221464909838,-0.0061949314793789114,0.16222938433160486,0.3580427801962734
0.7832914876338548,-0.23342662949888263,0.02869734595917296,-0.41875771963091707,-0.25017364351277704
0.811943000823259,0.19971737141876916,0.05633072424838086,0.29353481849523266,0.037769006346404704
0.6218473156452736,0.3530848604095451,0.09099386798699319,0.018902978734467397,-0.4220001231506199
0.10057274056858719,0.6001715451489514,0.09305142992969925,0.30958104787529145,-0.3614114132828185
0.2435369757191875,0.5626949292302679,0.12059934190134851,0.37583472234497267,0.1204223804262387
0.014709442260341056,0.6389720969759227,0.12602990408315226,0.2242555653526877,-0.10717297594118555
-0.2879997196078519,0.6309303882546393,0.10439123168079405,0.379927708649118,-0.07245642267549544
0.8598413982769708,-0.2180185233957065,-0.009205551960649575,0.15395522046651755,0.3622389704880486
0.775086059096547,-0.2614350307359143,0.023420032606940575,-0.4293393912727594,-0.23917266807598583
0.14621120378202754,-0.7178900054904804,-0.11586681145053834,-0.4072231453563684,0.22477267212019839
0.6105340097665775,0.5478128856519349,0.12497181317657591,0.2767201305531219,0.051008840686745036
0.36334285710808994,0.6870070238657389,0.1227436493715751,0.07233610849083566,-0.3113658662035552
-0.02491699388382225,0.7888216410722256,0.1098713774986617,0.285462545522199,-0.2772338996267738
0.6549469245112495,0.17089875864534662,0.2511416380570484,-0.3332899505680757,0.31123661741042324
0.4954390900569327,0.21001245588211145,0.2877921921932844,-0.5497767344322583,0.12998677554550148
0.3898477435840434,0.25525472076091665,0.2760705329811211,-0.5533743698297161,0.17608195409400484
0.6565464779108078,-0.5371784699863775,-0.009905398198947958,0.4314043136011398,0.08367362451485247
0.5289937719915978,-0.64666726330697,-0.028072021173177836,0.17053633705796145,-0.3869543925933641
0.13898801511835104,-0.6420834937364615,-0.08285731149182779,0.5085164899385389,-0.222640083784957
0.6548639218658451,0.1899281077201404,0.11861012409857609,-0.10866038572339294,0.09760927860280523
0.5426547496376461,0.23330267506782923,0.11195424828009527,-0.22483625361179993,-0.06293000111899838
0.4851031277778494,0.2675576042951394,0.09294475752076833,-0.20929036718492294,-0.051263037101249666
0.6414208563332631,0.4917755749453031,-0.3550926639951829,-0.09661005534903586,0.3630132053768945
0.49751275054336475,0.6195371890068324,-0.40281533891830895,-0.2836975461712007,0.15606081872422892
0.31492046865662016,0.7332367998372183,-0.42446979291104214,-0.2097825061981489,0.1772348198128754
0.44863169769103634,-0.39897145543519613,-0.5891714012443182,-0.04114271907331398,0.35054223998321477
0.27886965979029726,-0.42681285046669837,-0.6598884214465136,-0.2922666241312852,0.06895767851054557
0.003839083342373789,-0.3843959633177583,-0.7174039790491569,-0.14247802497814988,0.21072061874871623
-0.017181170516929845,-0.3275349529146505,0.6388725349756097,-0.07323156698435922,0.3057595611475379
-0.3337018860410987,-0.26063624685185616,0.6280767184407465,-0.3469172900386243,-0.007686500653190225
-0.6110465422381361,-0.0831068252064648,0.5817877697311574,-0.13341548370870904,0.07395607171197832
0.6500018080246481,-0.19021116477083833,0.5347923606888946,0.22913698194288906,0.1736519649523512
0.51767748169652,-0.16721308446331937,0.6345718914580987,-0.0037574670852343387,-0.14882825122785956
0.22974993547920464,-0.10137279329197496,0.6760284431491492,0.21998671320746602,-0.04166419263434014
0.4735947474204174,-0.6873415681163556,0.2777269270840111,0.33126424390778314,0.07968866351934276
0.3379777141753065,-0.7528250058967889,0.3291753429667975,0.10772323944521923,-0.2004509830474381
0.1447529616137671,-0.7806383714143786,0.3283333821845004,0.26101543085715695,-0.07381981218860718
0.572618060566922,-0.4890297832096482,-0.3253295652295588,0.26664513010261504,-0.23182324627256662
0.3212118050529841,-0.4596865186058446,-0.36565434894280885,0.06863558703146443,-0.6022894812539038
0.08782808575756305,-0.3743652816407403,-0.41401028365434644,0.22859395923383444,-0.5965441929450093
0.79234324213055,0.16194376423680576,0.3119598614653728,0.18661645215527578,0.1592354457986003
0.629655161711892,0.29244331410820423,0.39819284377251585,-0.09923609555071773,-0.21870020278569985
0.3069698980596803,0.4674240668022353,0.4276146508536808,0.09991337859836524,-0.17050546566403374
0.719403919627266,0.21254867151637827,-0.37174004281962253,0.26676887105513064,0.1426084151803851
0.5648677936825475,0.3306794956358546,-0.4509027183113837,0.06432281577809332,-0.21604246864073218
0.26111298400016836,0.46939657510192423,-0.49504820896179624,0.26955896300580007,-0.18491762332163345
